NIS6,pct
21004,20.84381970678775
21015,9.863799831662714
21005,12.487895333264655
21009,15.254100997105176
21013,11.845526957020292
21001,6.758223375521228
21012,5.146524458274052
21011,4.922126867365936
21003,7.2733022373310146
21008,4.930302550293046
21010,5.086159504085231
21006,8.741515318290222
21019,8.991851430737162
21002,10.261247356085292
21017,12.153094850518125
21016,11.335033314140002
21007,8.663628656210259
21018,9.7965528433064
21014,12.972371592805487
25112,11.839594429096294
25050,15.108681157487666
25043,9.351620947630924
25005,9.29875923602398
25018,11.835686777920412
25091,12.609380469023451
25121,13.876223575550808
25120,8.189655172413794
25118,5.451586655817739
25084,8.872069799222118
25122,7.126747857465043
25048,8.44896276961121
25119,16.973214910133574
25037,9.82506247768654
25072,12.281244627815024
25110,12.48847015417051
25014,15.714073266246963
25123,5.66639336795117
25068,16.47073382007177
25015,10.359090054521527
25117,8.437944868642424
25124,10.701402805611222
25044,8.688269421253715
25031,9.858433156107873
25105,5.2531144235616045
25023,8.884278034518532
25107,7.803099361896081
23027,7.792365080903013
23032,9.520984724899897
23009,7.637969094922738
23033,10.06734890230036
23023,8.0399727458551
23077,7.608634391027447
23098,11.577123050259965
23100,10.469314079422382
23101,9.195834228043804
23003,7.78841348556491
23064,9.030397159973374
23016,9.563442567184488
23002,11.596219632399837
23086,12.903027697598723
23060,10.001348799568383
23104,10.695876288659793
23024,11.541737649063034
23097,8.555602897315723
23044,6.329206651527361
23102,8.81736701198929
23052,11.161249785799967
23105,10.24803208079608
23088,8.29917590714933
23081,7.985916619988798
23047,11.453935932455922
23045,12.003553511705686
23025,9.2296115623135
23050,10.379670851883347
23039,9.656607700312176
23038,13.935222672064778
23094,16.49961020158147
23099,8.292647903503733
23103,7.730535615681944
23096,11.996910666781087
11002,17.26532612177977
11056,10.564880735851997
11050,18.391253416634125
11007,7.892392659896669
11052,17.373492147788482
13011,16.056931997891407
12014,11.391475891177686
13013,10.006109564863214
13016,11.240530303030303
11054,17.00576981475858
13029,12.192020346526784
13049,10.656709340919868
13012,10.627759233336922
13019,10.864093959731544
13010,14.175843384023773
13044,10.113480483850855
13040,11.144656258086776
13037,11.611489776046739
13014,11.546015071934232
13023,10.871818495911551
13004,11.829361192730438
13046,9.986154378677742
13031,12.067768365504792
13001,10.483567722042567
13035,14.699535735303733
13002,7.073740407073741
11057,14.407209951764408
13025,11.25
13053,7.944606413994169
13008,13.65867885092111
13021,10.742834860596608
13017,11.99582027168234
13036,10.357540941438739
13006,10.179640718562874
13003,9.595652173913043
12021,13.656222359216274
11035,12.558091500568006
11004,13.158086361319448
11021,13.692696426422813
11025,10.031567870922483
11024,24.025304592314903
12026,10.20680166817146
12009,11.575689364096792
12029,12.788168769030014
12002,12.395566922421143
11018,9.744327802235016
11038,15.888173032673722
11001,18.672142368240934
11029,14.800106915117034
11013,13.168944876261948
12025,16.8444526185112
12005,15.62765193550493
12040,8.583612771541041
11037,12.521305886980464
11030,11.156205757432751
11005,8.894435004248088
12035,14.665046047403113
12041,13.64068260423397
12007,14.408074447891106
11040,14.910560060895278
11016,9.487616979473657
11022,13.290578236612962
11008,16.209430656170724
11044,9.26418911723991
11023,13.31535602361344
11009,12.155392628470956
11039,20.303529529229696
11055,13.294797687861271
11053,9.659434093760163
24062,18.584451660863103
24038,14.061524743646903
24045,11.829889188379754
24086,12.528334786399304
24009,9.631507116396959
24055,11.030202326263318
24104,7.544197444424995
23062,10.811959208899877
24094,13.623221926679774
24109,11.95523370638578
24007,9.181905678537055
24048,16.092392132947094
24033,10.86215932914046
24014,13.995990129549659
24001,12.067725697849252
24066,13.75879805089334
24043,10.999010880316519
24134,8.81283422459893
24020,11.339533365965083
24107,9.193005865510244
24041,12.655997650858906
24133,7.971412864211105
24011,16.940741461516005
24016,10.660624850942046
24137,10.62874251497006
24135,10.954063604240282
24059,8.12434206452412
24130,10.348038645093704
24028,10.869214642799548
24008,10.512463229602105
24054,19.403739262253662
71022,20.32216689301343
71066,18.148372374609973
72039,9.58046945921411
71024,13.060520539354028
71020,9.783641160949868
71070,13.80428116695383
71037,14.434484576852096
73001,18.08284426299226
71004,11.193002520278714
71011,12.421391819551998
71016,10.323986330194451
73042,7.6837841968515965
73107,6.384328452891472
72018,6.771088268885626
72041,8.36389616575375
72042,12.938884418279613
71002,10.004850836769343
72021,9.116909575301676
71067,21.212535924456002
73083,8.72885115011723
73028,78.48101265822784
73040,9.482257126236183
73032,13.058069765076782
73006,10.513018024957633
73066,7.568985040824841
73109,8.397480755773268
71053,10.544742318521239
73098,8.593645260758814
73009,8.915897799858055
71045,8.68080261847161
73022,7.026954539358991
71017,7.167275727926441
72043,12.422249337817327
72020,10.416908942900337
72037,10.41391304347826
72038,10.274294670846395
71069,10.337722834363522
72003,9.631329582469647
72004,11.302376868414605
71034,8.223255813953488
71057,12.92099131539928
72030,11.265122499848015
62063,7.709009719476849
62051,4.9356488229045725
62022,7.769021210352209
62096,3.641710728029284
62121,7.435129740518962
62032,6.925767586474932
62100,9.10057834208602
61079,4.841757203589986
62026,6.4461567374553645
61024,4.513064133016627
61019,9.139255465826276
61010,9.376890502117362
61028,5.701438848920863
64075,5.588235294117648
64029,6.7026412950866225
64008,3.5975609756097557
64015,5.991927972679292
64034,6.812824139556812
64047,7.283167119975824
64074,4.440961337513062
64076,5.489319423745654
62006,8.085664335664337
64025,6.311992786293959
64063,4.377994382950603
64023,8.076923076923077
64056,5.948512871782055
64021,5.08956497014501
62120,3.4599092851520035
62093,2.162583610324593
62003,7.098689956331877
62060,5.986098142960889
62118,4.132482528106959
64065,3.9429055963821367
61080,4.9609188068272445
61031,5.227750525578136
61072,5.06464747481963
61068,8.334580278318121
61063,6.471277842907385
61003,4.090531561461794
61043,7.3250603240261976
61081,8.422214049282825
61012,5.486798679867986
61039,5.635339029267406
61041,8.225005908768612
61048,4.169636493228795
62108,6.5375841540087904
62027,5.765459537194404
62015,3.0297957817207903
62038,3.9667385278718816
62099,3.985653959622838
63035,8.113613217155143
62119,6.771183277342292
62079,4.313480114191858
62011,5.307076101468625
63023,8.98661567877629
63048,6.137548343702708
63040,2.5380710659898478
63061,4.410293716468128
63013,5.403959336543606
63012,6.337899543378995
63001,4.5609624708206145
63067,11.840256873369457
63087,4.060913705583756
63079,5.322855794707996
63020,3.1169855987374233
63046,8.674275680421422
63004,3.9004707464694013
63084,4.852320675105485
63038,9.310344827586208
63088,3.9692941396742185
63058,4.264943457189014
62122,5.676297622091537
63057,5.555555555555555
63003,7.387302336558886
63089,10.80599144079886
63072,6.78864227154569
63076,7.501881742912102
62009,6.631404436725349
63080,10.655516590234692
63049,7.894532161468461
63073,9.73340738683699
63086,5.15625
63075,7.61994355597366
63045,4.833752444816988
92094,10.70727351877682
92142,9.70755791872389
92137,3.9675798117080765
92048,6.557061820978752
92141,8.308286818376986
92114,7.758210376011424
92045,15.513185588708678
92101,8.444699516274493
92140,4.308994045753682
92003,4.633384775508739
92035,6.750316703866803
92006,9.939510585647511
92054,8.494682301608943
92097,5.073872472783826
91059,6.593555375033848
91064,5.7482095740670935
91120,5.7740585774058575
92138,8.82316697473814
91034,8.9987230526553
91103,5.5096418732782375
91141,6.502559634026794
91005,5.33167151364077
91142,3.1203810149449827
91143,7.117296222664016
91015,5.366985784740354
91072,4.756266035129268
91013,6.079125120617562
91054,6.142979452054795
91114,4.85329103885805
91030,7.56747221732228
93056,5.636698041761333
93022,3.701413427561837
93010,4.128440366972478
92087,5.212040332147094
93088,4.547181073308373
93014,4.57789633047365
93090,3.663453111305872
93018,2.7906976744186047
52011,3.943266755919593
52048,5.995061728395061
56086,5.0783242258652095
52022,3.5446413689649425
56001,3.768602976476236
52015,3.659946063952742
52012,2.8963886621442847
52075,6.919032597266035
52021,5.269816341665575
52055,5.7539113989340365
52018,2.29680405946764
52074,4.26605504587156
52025,5.943152454780361
56029,3.95159298592245
56016,4.401678779813696
56088,3.958762886597938
56005,4.572703192527534
56078,4.74273831086067
56044,4.005454235554798
56022,2.5188417294724315
56049,4.166666666666666
56051,2.7252081756245268
82003,5.626429173185702
81013,3.314344899016054
82009,4.518581081081082
82036,3.9681221982400796
82014,5.675520733804701
82037,4.40251572327044
82038,8.851224105461393
82005,5.022709056906225
82032,5.7533899379039415
81001,3.7250957232786033
81003,2.6849217638691325
85046,4.728627999068251
85039,3.980782429649966
85009,3.5360211500330467
85034,3.8286479250334673
85026,2.7096774193548385
85045,3.910908453174325
85047,2.8999064546304956
85024,2.196245129295076
81015,2.4943038733661114
81004,1.7454211402652582
84077,6.070012071046732
85007,3.968253968253968
85011,4.752818733738075
84010,5.908337934842629
84043,6.877254072876508
84050,6.564271347595539
84033,3.698510078878177
84059,4.548660084626234
84009,4.4804469273743015
84029,5.008944543828265
84035,5.407951761824005
83034,7.286856627998649
84075,5.741626794258373
84068,4.8655063291139244
84016,5.965909090909091
83012,7.0027034097845995
83040,3.7997159090909087
83055,5.4520547945205475
83049,4.750346740638003
83031,8.242280285035628
83044,5.644262903824731
83028,6.535833187313825
83013,6.11327539706323
53053,5.567352012015123
53084,3.548905651044887
53044,5.119422329198297
55040,4.5822669424674825
55035,5.493247882810712
53028,2.781231293456739
55004,5.045710267229254
58001,3.520100750691426
58003,3.614609571788413
58002,3.5882880191216016
58004,2.45210329029571
52010,3.305616139585605
55086,2.9422875131164745
55085,6.463148713475795
55050,5.036161580525666
53014,2.189524431276051
51009,2.4756629741524
53070,3.655008084418347
53082,2.186926716230569
53039,2.4611778493993555
53020,2.8635292696188004
53068,2.519777322004102
53083,3.398995751255311
53065,1.9281703570293462
57081,5.897720307072594
57064,3.9320926433696988
57072,3.3295497540673478
57093,3.2692543161503616
57003,3.7465851437491873
57096,3.900032105983541
57027,2.759526938239159
57062,4.190182999828973
57095,5.254860746190226
57018,4.704845814977974
57097,3.02597616563238
51004,5.359433007087412
51068,6.1081402257872845
51067,6.161736808824562
51069,4.43024494142705
53046,6.407224252848849
51019,5.878945844193455
51017,5.62655601659751
57094,5.036433776253751
51065,7.123768164356105
51012,4.23728813559322
51014,4.7972587093089665
51008,3.9146659156516233
31005,15.329637411504612
31022,15.538794899574965
31040,14.00440471563674
31043,14.831939163498099
31006,12.495472654835204
31004,7.369658957271658
31042,15.356220007382799
35013,10.212837318501334
35029,10.800627943485086
35011,7.955179232368301
35002,8.119117080420542
35014,7.7698878254605335
35005,10.721956054848835
35006,8.819577056368908
31012,14.06975108986078
34022,17.271452644035964
34023,11.663685152057244
34013,13.34249871111875
34009,14.972483004208481
34042,11.13365155131265
34041,13.17598606051006
34002,16.3217778960676
34003,9.454863472937518
34043,5.93385214007782
32003,9.813304974595297
32011,11.458251972194017
38016,11.411908077994429
38025,12.736884912566085
33041,8.310477235326385
32030,13.677339135840846
32006,6.8764001168793225
38008,9.557633519151231
38014,11.907921834240996
32010,10.103774660736686
38002,9.850746268656717
37015,13.882926829268294
37017,18.453161238277705
37002,9.978158409012531
31003,10.91694851559564
37011,16.693655233328425
37018,14.664691624023702
37012,13.354151359294637
37007,10.69936421435059
36007,9.536036833717018
37010,11.916708479678876
34040,16.668378350621342
36015,17.584308861152024
36011,10.445775116433799
31033,12.667543987912463
36006,16.814955513345996
36019,12.124891587163921
37020,11.223491027732463
34025,9.874202998449078
36008,11.669266770670827
36010,13.52433764633395
36012,10.591955032496047
33011,11.421558834441623
33040,9.85364622760535
34027,10.520275439938791
33029,6.430073606729758
33039,9.235389813540234
33016,7.627118644067797
33021,12.521484177535132
33037,9.99522140809175
44021,17.840625306504304
43018,5.752744773650173
44013,13.921298260500636
44034,15.006332707341574
44040,15.369731639606293
46021,10.889767610113887
46003,9.549575013627829
46025,10.194222294760895
46013,10.07656065959953
46014,12.092827201835936
46020,9.860012172854535
44045,9.55871353777113
44073,6.371861858034918
46024,8.770362585391487
42006,11.35024284943335
42008,9.323415934131498
42025,13.284677053395855
42028,11.087170359267413
42023,14.407548539285067
42004,13.086520206129645
42026,11.542711432214196
42010,10.752516376417958
42011,11.009686089558295
42003,9.879533848369778
41002,10.090710603912036
41034,10.039886637976277
41048,10.682380255387876
41082,10.749296321459768
41024,9.952531645569621
41011,6.633930290776045
41018,9.00431134933582
41063,10.622745395861022
41027,9.42181837849532
45063,7.340409627747048
45041,8.88697475844506
41081,10.7238213671775
45065,20.24502668607472
45059,7.562289562289562
45062,9.787444389520514
45064,10.288130284998434
45060,12.98777794139302
45035,15.348647461243958
45068,13.1708238851096
45061,13.57986803744054
44083,13.744781676633194
44048,16.470099667774086
44043,14.855742184360684
44064,33.51083141716084
44012,14.684048524352708
44052,11.539017341040463
44081,12.852035376027096
44084,14.239945466939332
44020,13.290420295342672
43005,9.630309988518944
44085,21.626589638744047
44019,9.211073239670796
43002,9.239393729669873
43007,8.961614925829638
43014,9.279538904899136
43010,11.516244008357573
